ShipmentID,OriginPort,DestinationPort,ShipmentDate,DeliveryDate,ShipmentMode,Status,Cost,Revenue,FuelConsumption,Emissions,CustomerID,CustomerName,Industry,Region,TotalShipments,TotalSpend,AverageDeliveryTime,OnTimeDeliveryRate,SatisfactionScore,RouteID,DwellTimeAtTerminal,ScenarioID,ScenarioDescription,EstimatedCostSavings,EstimatedEfficiencyImprovement,ImpactOnDeliveryTime,ImpactOnCustomerSatisfaction,FuelType,CarbonOffsetInitiatives,SustainabilityScore,PredictedRevenue,PredictedCost,PredictedEmissions,PredictedDeliveryTime,PredictedCustomerSatisfaction
102,Shanghai,Los Angeles,25-02-2025,27-02-2025,Air,Delayed,9547,13201,507,32,167,ABC Logistics,Automotive,Asia,23,234609,21,91,4.6,R12,18,S16,Cost reduction per shipment,4272,7,1,0.17,MDO,Tree Plantation,89,16731,14443,42,17,5
103,Mumbai,Antwerp,13-02-2025,07-03-2025,Air,On-time,8861,15471,521,46,160,Global Importers,Electronics,Europe,28,302785,16,99,4.9,R23,13,S48,Improve on-time performance,3740,11,0,0.16,LNG,Wind Energy,71,14052,12842,39,19,4.4
104,Mumbai,Antwerp,01-01-2025,10-02-2025,Land,On-time,8154,10888,416,47,160,DEF Cargo,Electronics,Middle East,23,223645,17,89,4.8,R21,18,S4,Reduce average delay,4862,10,2,0.07,HFO,None,76,13031,13541,47,18,4.1
105,New York,Los Angeles,26-02-2025,14-02-2025,Sea,On-time,11494,12043,595,40,169,LMN Supply,Electronics,Asia,17,262233,20,87,4.6,R26,11,S29,Improve on-time performance,3130,11,0,0.15,HFO,Tree Plantation,88,12508,13426,38,24,4.5
106,Hamburg,Rotterdam,30-01-2025,04-02-2025,Land,On-time,8904,11341,470,33,177,KLM Exporters,Pharmaceuticals,Europe,26,311443,17,86,4.4,R8,16,S38,Optimize fuel usage,4763,14,1,0.18,LNG,None,76,12110,12027,41,24,4
107,Los Angeles,Shanghai,21-01-2025,14-01-2025,Air,On-time,9269,17127,461,45,167,ABC Logistics,Retail,North America,12,207771,16,99,4.4,R30,11,S47,Reduce average delay,4712,13,0,0.11,HFO,None,79,15329,14417,42,23,4.3
108,New York,Mumbai,20-01-2025,10-03-2025,Air,On-time,8404,13720,440,46,189,OPQ Enterprises,Automotive,North America,19,302601,18,99,4.9,R34,13,S28,Optimize fuel usage,3322,12,1,0.11,MDO,Solar Investment,81,11912,8260,40,23,4.6
109,Dubai,Mumbai,06-01-2025,07-02-2025,Land,Delayed,8843,12883,518,38,116,DEF Cargo,Automotive,Middle East,26,333014,19,88,4,R2,15,S22,Cost reduction per shipment,3822,10,0,0.12,MDO,Solar Investment,87,16243,13358,44,15,4.3
110,Los Angeles,Rotterdam,22-01-2025,26-02-2025,Air,Delayed,9782,17504,561,35,118,ABC Logistics,Electronics,North America,20,325224,24,98,5,R5,11,S8,Increase container utilization,6971,8,0,0.06,LNG,Solar Investment,75,16322,8935,39,22,4.7
111,Shanghai,Mumbai,18-01-2025,19-01-2025,Land,Delayed,9564,15392,597,49,150,LMN Supply,Automotive,North America,17,283251,23,99,4.7,R31,11,S32,Cost reduction per shipment,3542,14,2,0.18,LNG,Solar Investment,89,12055,9797,39,23,4.8
112,Los Angeles,New York,08-01-2025,27-02-2025,Air,On-time,9184,14212,444,31,169,HIJ Shipping,Textiles,Europe,10,257042,17,97,4.7,R33,11,S33,Cost reduction per shipment,5113,13,0,0.18,LNG,None,77,17500,8331,38,19,4.4
113,Hamburg,Shanghai,08-02-2025,05-03-2025,Sea,On-time,8746,16961,457,38,162,Global Importers,Automotive,North America,22,253740,17,88,4,R4,12,S13,Cost reduction per shipment,5765,11,1,0.2,MDO,Wind Energy,74,16670,12210,32,18,4.9
114,Los Angeles,Busan,01-02-2025,15-02-2025,Sea,On-time,9725,12415,578,35,192,DEF Cargo,Manufacturing,North America,13,247024,20,95,4.6,R6,14,S27,Reduce average delay,6172,9,2,0.14,LNG,Wind Energy,72,15189,8267,45,24,4.1
115,Shanghai,Mumbai,02-02-2025,13-01-2025,Air,Delayed,11188,11117,525,32,174,HIJ Shipping,Textiles,North America,16,256965,19,92,4.5,R23,18,S18,Optimize fuel usage,4855,6,1,0.16,HFO,Wind Energy,71,16641,10059,41,18,4.8
116,Hamburg,Los Angeles,22-02-2025,07-01-2025,Land,Delayed,8270,14263,561,49,179,ABC Logistics,Textiles,North America,23,210057,20,92,4.1,R45,15,S18,Reduce average delay,5078,13,1,0.08,LNG,None,75,12750,8072,46,16,4.8
117,Antwerp,New York,16-01-2025,15-02-2025,Sea,On-time,12865,13001,443,35,129,ABC Logistics,Automotive,Europe,14,208983,21,97,4.3,R19,18,S13,Increase container utilization,3884,11,2,0.15,HFO,Wind Energy,76,14171,13111,44,23,4.3
118,Mumbai,Mumbai,12-01-2025,01-03-2025,Land,On-time,13811,11738,414,36,124,OPQ Enterprises,Pharmaceuticals,North America,20,330469,17,89,4.9,R43,19,S22,Cost reduction per shipment,3190,13,1,0.15,MDO,None,77,17387,10921,32,19,4.3
119,Mumbai,New York,07-02-2025,21-01-2025,Air,Delayed,13606,11364,477,30,174,OPQ Enterprises,Electronics,Middle East,26,219995,19,97,4.5,R45,14,S14,Improve on-time performance,6649,13,0,0.19,HFO,Tree Plantation,73,15153,10453,34,17,4.3
120,Busan,Dubai,21-02-2025,08-03-2025,Land,Delayed,11956,12708,469,30,170,DEF Cargo,Retail,Asia,14,314587,22,90,4.4,R8,15,S11,Increase container utilization,3414,14,2,0.17,HFO,Wind Energy,81,14012,11888,42,20,4.8
121,Antwerp,Busan,03-02-2025,22-02-2025,Sea,Delayed,8171,14790,577,34,125,HIJ Shipping,Retail,Middle East,29,238886,18,92,4.1,R39,19,S39,Optimize fuel usage,4838,9,0,0.19,HFO,None,81,14428,8177,35,23,4.8
122,Antwerp,Hamburg,14-01-2025,04-02-2025,Land,On-time,8273,10924,500,35,155,KLM Exporters,Manufacturing,Asia,12,289025,24,99,4.7,R13,17,S22,Increase container utilization,5794,11,0,0.18,MDO,Tree Plantation,86,14562,9999,38,23,4.3
123,Los Angeles,Los Angeles,05-02-2025,17-01-2025,Land,On-time,10306,10151,559,42,121,HIJ Shipping,Retail,Middle East,14,295149,16,85,4.7,R1,12,S36,Reduce average delay,4813,9,1,0.18,HFO,Solar Investment,88,17463,8771,48,19,4.6
124,Mumbai,Los Angeles,02-02-2025,09-02-2025,Air,On-time,9158,10585,594,31,188,ABC Logistics,Retail,Asia,24,294020,18,89,4.6,R6,11,S17,Improve on-time performance,6785,7,1,0.06,HFO,Tree Plantation,78,16138,8945,36,22,4.1
125,Shanghai,Shanghai,23-01-2025,16-01-2025,Air,Delayed,9706,10912,402,44,118,KLM Exporters,Electronics,Asia,28,202673,16,88,4.5,R7,12,S32,Reduce average delay,6571,14,0,0.18,LNG,Tree Plantation,81,11356,12495,42,18,4.5
126,Singapore,New York,19-02-2025,10-03-2025,Air,Delayed,9771,12321,485,44,130,DEF Cargo,Electronics,Asia,25,277513,17,88,4.4,R48,18,S14,Cost reduction per shipment,6933,12,2,0.14,LNG,Wind Energy,86,17260,8269,34,19,5
127,Singapore,Rotterdam,14-02-2025,24-02-2025,Sea,On-time,8421,15673,473,42,125,ABC Logistics,Pharmaceuticals,Asia,17,223466,18,95,4.6,R27,15,S42,Cost reduction per shipment,4760,12,0,0.11,LNG,Solar Investment,79,16255,9855,45,21,4.2
128,Hamburg,Los Angeles,02-01-2025,26-01-2025,Sea,On-time,13540,10495,450,43,141,OPQ Enterprises,Manufacturing,Europe,22,292545,18,86,4.2,R15,19,S29,Increase container utilization,6666,13,0,0.06,HFO,Solar Investment,88,15391,9655,33,21,4.9
129,Mumbai,New York,10-02-2025,22-02-2025,Air,Delayed,9209,13795,466,36,140,LMN Supply,Retail,Middle East,25,250406,24,94,4.9,R34,13,S6,Cost reduction per shipment,4069,10,1,0.15,HFO,Wind Energy,80,15620,11752,34,21,4.8
130,Mumbai,New York,21-01-2025,25-01-2025,Air,On-time,14507,12148,475,43,199,XYZ Traders,Pharmaceuticals,Asia,12,334760,23,85,4.6,R23,19,S4,Cost reduction per shipment,6160,6,1,0.1,MDO,Tree Plantation,89,16220,10533,49,22,5
131,Singapore,Singapore,02-01-2025,18-02-2025,Sea,Delayed,14521,10556,492,39,122,KLM Exporters,Manufacturing,Middle East,10,269284,24,98,4.3,R48,12,S11,Optimize fuel usage,4721,7,0,0.12,HFO,None,82,12617,12154,48,19,4.2
132,Mumbai,Singapore,27-01-2025,07-02-2025,Sea,Delayed,12675,15201,575,46,146,XYZ Traders,Textiles,North America,18,314579,20,99,4.4,R49,11,S45,Optimize fuel usage,3374,14,0,0.15,HFO,Wind Energy,73,12623,10689,35,15,4.2
133,Los Angeles,Hamburg,26-02-2025,07-03-2025,Sea,On-time,8890,11552,544,43,112,ABC Logistics,Retail,Asia,18,213665,23,90,4.8,R24,13,S40,Reduce average delay,6772,10,1,0.19,MDO,Tree Plantation,84,16224,12982,33,23,4
134,Dubai,Dubai,09-01-2025,14-01-2025,Sea,Delayed,12817,12120,406,37,188,HIJ Shipping,Retail,Middle East,26,220641,18,91,4.2,R15,18,S10,Reduce average delay,6317,5,0,0.17,HFO,None,81,12665,12361,30,23,4.7
135,Rotterdam,Hamburg,01-01-2025,09-02-2025,Air,On-time,11267,13085,412,33,165,OPQ Enterprises,Electronics,Europe,11,235797,23,89,4.3,R35,13,S28,Optimize fuel usage,3557,6,1,0.12,MDO,Wind Energy,79,16645,10122,46,21,4.6
136,Antwerp,Mumbai,11-01-2025,11-03-2025,Sea,Delayed,12976,13504,519,45,165,Global Importers,Automotive,Middle East,18,245950,23,99,4.7,R4,14,S11,Increase container utilization,4280,12,0,0.11,MDO,Wind Energy,76,14199,14118,38,20,4.2
137,Busan,Rotterdam,03-01-2025,13-01-2025,Air,Delayed,13217,10156,465,42,115,Global Importers,Manufacturing,Asia,28,329554,20,92,4.3,R44,17,S35,Optimize fuel usage,6423,12,2,0.09,LNG,Solar Investment,71,15496,11161,45,19,4.8
138,Hamburg,Mumbai,21-02-2025,19-02-2025,Land,On-time,14748,10734,403,49,172,XYZ Traders,Retail,North America,22,302339,19,93,4.8,R37,11,S15,Reduce average delay,4944,10,2,0.11,HFO,Solar Investment,76,12595,8504,31,19,4.3
139,Dubai,Antwerp,23-01-2025,21-02-2025,Land,Delayed,14103,16275,537,47,127,LMN Supply,Manufacturing,Middle East,14,313431,17,95,4.1,R17,12,S8,Improve on-time performance,4596,7,0,0.07,LNG,Solar Investment,77,12989,10404,40,17,4.1
140,Singapore,Mumbai,26-01-2025,14-02-2025,Sea,On-time,14165,17505,487,43,176,XYZ Traders,Pharmaceuticals,North America,18,340710,19,95,4.8,R31,15,S20,Cost reduction per shipment,4128,6,1,0.2,HFO,None,88,13786,10201,34,24,4.4
141,Antwerp,Shanghai,04-01-2025,28-02-2025,Land,On-time,9473,17162,416,47,134,ABC Logistics,Pharmaceuticals,Europe,22,221173,17,86,4.1,R38,16,S21,Improve on-time performance,4360,10,0,0.14,LNG,Wind Energy,75,11528,14019,42,15,4.1
142,Mumbai,Mumbai,18-01-2025,20-02-2025,Land,Delayed,11243,15523,451,34,140,LMN Supply,Automotive,Middle East,10,344294,19,95,4,R10,13,S1,Improve on-time performance,6597,5,0,0.07,MDO,Solar Investment,77,13604,11289,49,20,4.3
143,Busan,Hamburg,24-02-2025,21-02-2025,Land,On-time,12478,17543,533,38,176,Global Importers,Retail,Middle East,24,218095,19,97,4.9,R27,10,S29,Cost reduction per shipment,4324,14,1,0.1,MDO,Solar Investment,89,17693,12581,46,22,4.4
144,Mumbai,Los Angeles,06-01-2025,20-01-2025,Sea,On-time,10181,14654,468,32,130,HIJ Shipping,Electronics,Europe,13,323554,16,88,4.6,R42,16,S24,Optimize fuel usage,4100,10,0,0.13,MDO,Wind Energy,73,14195,13659,44,16,4.9
145,Shanghai,Los Angeles,04-02-2025,24-01-2025,Sea,On-time,9449,16250,536,37,184,OPQ Enterprises,Retail,Europe,13,332511,23,95,4.4,R6,18,S30,Increase container utilization,4534,13,1,0.13,MDO,None,89,13407,9153,41,22,4.8
146,Shanghai,Singapore,22-01-2025,31-01-2025,Land,On-time,11096,17787,420,49,131,KLM Exporters,Manufacturing,Europe,29,325614,21,93,4.2,R6,10,S40,Improve on-time performance,4253,11,0,0.06,HFO,Solar Investment,78,11063,12161,35,22,4.4
147,Busan,Rotterdam,12-02-2025,26-02-2025,Air,On-time,14646,16408,423,39,153,OPQ Enterprises,Textiles,Asia,19,336447,20,89,4.6,R15,10,S35,Increase container utilization,4702,13,1,0.19,HFO,Tree Plantation,74,14960,10427,49,24,4.7
148,Busan,Rotterdam,15-01-2025,27-01-2025,Land,On-time,11256,13276,403,48,197,ABC Logistics,Pharmaceuticals,Asia,15,289023,19,87,4.5,R4,10,S33,Reduce average delay,5625,6,0,0.09,LNG,None,75,13812,9336,42,22,4.6
149,Singapore,Shanghai,22-01-2025,26-01-2025,Sea,Delayed,11156,17246,551,32,171,XYZ Traders,Manufacturing,Middle East,21,307181,18,90,5,R48,19,S20,Improve on-time performance,3031,9,2,0.05,HFO,Solar Investment,88,13821,8406,47,24,4.3
150,Busan,Hamburg,01-03-2025,25-02-2025,Sea,On-time,9590,10154,586,40,158,ABC Logistics,Automotive,Middle East,29,220600,22,99,5,R40,16,S16,Reduce average delay,4631,13,1,0.06,HFO,Tree Plantation,81,15027,11478,44,17,4.7
151,Los Angeles,Singapore,06-02-2025,12-02-2025,Sea,Delayed,13882,17950,402,40,140,KLM Exporters,Pharmaceuticals,Middle East,25,202466,16,87,4.6,R7,18,S9,Optimize fuel usage,3057,11,2,0.14,LNG,Solar Investment,74,17767,12044,44,24,4.7
152,Mumbai,Antwerp,21-02-2025,25-01-2025,Land,Delayed,12239,17131,467,46,165,OPQ Enterprises,Electronics,North America,12,309934,22,98,4.4,R49,12,S31,Improve on-time performance,4127,13,1,0.07,MDO,None,74,11101,8276,37,22,4.6
153,Dubai,Rotterdam,11-02-2025,03-02-2025,Air,On-time,13982,10996,500,45,195,KLM Exporters,Pharmaceuticals,Europe,23,253276,15,89,4.5,R45,17,S17,Reduce average delay,3311,10,1,0.06,LNG,Wind Energy,87,17704,14758,48,18,4.6
154,New York,Los Angeles,12-01-2025,25-02-2025,Sea,Delayed,11981,12294,567,36,153,Global Importers,Textiles,Middle East,10,206928,24,87,4.7,R47,18,S31,Reduce average delay,6717,11,1,0.11,LNG,Wind Energy,75,14348,11480,43,17,4.7
155,Busan,Mumbai,16-02-2025,09-01-2025,Sea,Delayed,13798,14626,575,33,139,OPQ Enterprises,Retail,Europe,19,255309,15,90,4.1,R26,12,S48,Optimize fuel usage,4752,14,1,0.14,MDO,None,78,14298,10361,36,23,4.4
156,Hamburg,Mumbai,18-02-2025,01-03-2025,Land,On-time,9435,12905,453,48,127,LMN Supply,Textiles,Asia,24,316196,17,96,4.3,R31,12,S23,Increase container utilization,6138,9,0,0.07,LNG,Solar Investment,80,14094,10596,43,22,4.9
157,Shanghai,Singapore,11-02-2025,02-02-2025,Air,On-time,8223,16067,434,41,136,HIJ Shipping,Textiles,Europe,16,209404,19,94,4.1,R2,10,S6,Increase container utilization,5001,10,0,0.1,LNG,None,83,13891,13368,34,24,4.2
158,Los Angeles,Hamburg,07-02-2025,09-01-2025,Land,On-time,8219,16681,455,44,164,KLM Exporters,Retail,North America,13,313187,20,89,4.1,R28,11,S30,Improve on-time performance,5737,5,1,0.11,LNG,Tree Plantation,71,14135,9968,44,16,4.9
159,Antwerp,Hamburg,18-01-2025,27-01-2025,Sea,Delayed,12274,14824,507,40,173,HIJ Shipping,Pharmaceuticals,North America,23,310449,18,98,4.2,R42,16,S7,Optimize fuel usage,4397,5,0,0.07,HFO,Solar Investment,83,12180,8460,44,22,4.3
160,New York,Dubai,14-02-2025,19-02-2025,Air,Delayed,9654,11177,439,34,154,DEF Cargo,Automotive,Europe,25,227684,21,93,4.5,R13,12,S48,Improve on-time performance,4782,6,1,0.13,MDO,None,88,16914,10446,33,17,4.1
161,Dubai,Busan,04-02-2025,08-02-2025,Air,On-time,12528,10153,467,34,103,OPQ Enterprises,Retail,North America,23,268591,21,87,4.8,R18,16,S40,Increase container utilization,6877,8,1,0.06,MDO,Wind Energy,79,16509,11739,30,24,4.6
162,New York,Rotterdam,30-01-2025,01-03-2025,Sea,On-time,8264,17853,445,44,198,OPQ Enterprises,Retail,North America,12,319821,16,90,4.5,R30,14,S42,Optimize fuel usage,5282,13,2,0.06,LNG,None,74,13886,14594,46,20,4.4
163,Busan,Hamburg,24-01-2025,06-01-2025,Air,Delayed,8953,14187,477,47,109,HIJ Shipping,Electronics,Asia,26,202682,16,92,4.3,R11,19,S46,Cost reduction per shipment,5690,11,1,0.13,HFO,Solar Investment,73,13728,14614,49,19,4.8
164,Singapore,Los Angeles,11-02-2025,12-02-2025,Air,Delayed,12524,17600,540,40,146,DEF Cargo,Pharmaceuticals,Middle East,23,311186,16,91,4.1,R13,17,S11,Optimize fuel usage,6183,10,1,0.09,MDO,None,76,13692,13763,30,22,4.4
165,Shanghai,Singapore,30-01-2025,11-01-2025,Land,Delayed,11733,16481,554,41,174,LMN Supply,Retail,North America,27,221832,16,90,4.6,R24,14,S34,Optimize fuel usage,4412,5,0,0.06,MDO,Wind Energy,82,11398,9582,45,23,4.7
166,Shanghai,Antwerp,14-01-2025,30-01-2025,Sea,Delayed,14559,15599,405,31,113,XYZ Traders,Automotive,Middle East,12,216997,23,98,4.3,R29,12,S12,Cost reduction per shipment,4431,9,1,0.11,LNG,Tree Plantation,79,11404,13051,42,21,4.3
167,Antwerp,Dubai,06-01-2025,22-01-2025,Sea,On-time,10774,11716,416,49,137,KLM Exporters,Manufacturing,Europe,28,234640,19,99,4.6,R5,18,S45,Reduce average delay,6125,8,1,0.19,LNG,None,79,13873,11517,47,20,4.2
168,Singapore,New York,03-01-2025,07-03-2025,Sea,Delayed,14340,13202,563,44,111,KLM Exporters,Pharmaceuticals,Europe,12,240491,22,86,5,R35,16,S47,Reduce average delay,3801,9,2,0.16,LNG,None,73,14268,12802,39,20,4.4
169,Mumbai,Shanghai,16-01-2025,17-01-2025,Sea,Delayed,13673,16593,498,49,144,OPQ Enterprises,Electronics,North America,21,263043,19,99,4.1,R19,14,S27,Reduce average delay,3238,13,0,0.17,MDO,Tree Plantation,85,13694,12198,47,15,4.6
170,Rotterdam,Antwerp,07-01-2025,11-01-2025,Sea,Delayed,11124,16112,480,33,116,HIJ Shipping,Textiles,Europe,14,312175,19,91,4.2,R13,16,S12,Increase container utilization,4775,7,0,0.18,LNG,None,84,13082,10375,46,19,4.7
171,Los Angeles,New York,21-02-2025,01-02-2025,Air,Delayed,8479,12857,401,47,179,ABC Logistics,Retail,Asia,19,328568,15,92,4.5,R5,19,S13,Optimize fuel usage,4318,8,2,0.2,LNG,Wind Energy,80,13467,14744,38,22,4.6
172,Shanghai,Mumbai,14-01-2025,13-01-2025,Land,On-time,11514,10786,476,35,134,OPQ Enterprises,Automotive,North America,18,314250,20,85,5,R44,18,S8,Cost reduction per shipment,3111,12,1,0.16,LNG,Tree Plantation,88,15472,14389,43,20,5
173,Hamburg,Shanghai,09-01-2025,11-03-2025,Sea,On-time,9353,14368,579,48,165,ABC Logistics,Pharmaceuticals,North America,10,272725,18,99,4.8,R14,14,S16,Increase container utilization,6159,7,2,0.14,HFO,Wind Energy,72,15315,14248,42,15,4.7
174,Shanghai,Rotterdam,15-01-2025,03-03-2025,Land,Delayed,11322,16123,465,40,174,LMN Supply,Automotive,North America,22,328131,17,93,4.9,R38,16,S29,Cost reduction per shipment,6811,7,0,0.1,LNG,Wind Energy,84,12921,10739,49,19,4.9
175,New York,Los Angeles,21-01-2025,14-02-2025,Land,Delayed,11878,16731,451,31,140,OPQ Enterprises,Automotive,Europe,12,245520,20,88,4.3,R22,18,S35,Increase container utilization,5523,13,2,0.08,MDO,Wind Energy,85,14959,8971,49,19,4.1
176,Shanghai,Shanghai,04-02-2025,19-01-2025,Air,On-time,8889,14272,491,37,166,KLM Exporters,Textiles,Europe,28,262919,16,92,5,R9,10,S29,Increase container utilization,5351,9,0,0.15,LNG,Solar Investment,83,17840,9325,43,17,4.1
177,Shanghai,Busan,02-01-2025,09-02-2025,Sea,On-time,11854,13767,570,40,128,HIJ Shipping,Electronics,North America,20,309869,22,99,4.1,R49,13,S31,Increase container utilization,4328,14,2,0.2,MDO,Tree Plantation,74,12540,8152,40,22,4.3
178,Rotterdam,New York,27-01-2025,22-02-2025,Air,Delayed,8924,12878,421,34,117,LMN Supply,Pharmaceuticals,Middle East,25,264442,15,94,4.1,R40,10,S13,Cost reduction per shipment,3289,5,1,0.12,HFO,Solar Investment,86,16702,11608,42,23,4.1
179,Rotterdam,Rotterdam,02-01-2025,02-03-2025,Sea,Delayed,10170,10642,510,47,119,LMN Supply,Retail,Europe,15,305246,23,91,4.9,R26,17,S12,Improve on-time performance,5255,11,1,0.16,HFO,Solar Investment,87,13389,11960,46,20,4.5
180,Dubai,Busan,04-02-2025,23-02-2025,Air,On-time,9902,15994,506,47,113,XYZ Traders,Electronics,Europe,12,309687,22,98,4.9,R45,12,S2,Increase container utilization,5915,11,0,0.12,LNG,None,88,15848,11106,32,20,4.5
181,Mumbai,Mumbai,18-01-2025,18-01-2025,Land,On-time,13506,17216,582,43,133,OPQ Enterprises,Retail,North America,28,323447,15,97,4.1,R5,11,S33,Reduce average delay,6974,10,2,0.11,MDO,Tree Plantation,70,16982,13052,30,16,4.6
182,Hamburg,Busan,14-01-2025,07-03-2025,Sea,On-time,13458,14662,466,39,148,ABC Logistics,Manufacturing,Middle East,15,261477,24,94,4.1,R29,13,S8,Optimize fuel usage,4809,10,0,0.11,LNG,None,78,13463,11086,34,24,4.7
183,Shanghai,Dubai,20-01-2025,23-02-2025,Land,On-time,12873,10665,587,32,153,ABC Logistics,Automotive,North America,17,200244,23,91,4,R22,12,S41,Improve on-time performance,3581,7,1,0.13,LNG,Solar Investment,83,14368,13225,42,16,5
184,Shanghai,Dubai,18-01-2025,20-02-2025,Land,On-time,10395,13426,585,38,130,OPQ Enterprises,Manufacturing,Europe,22,279453,16,86,4.1,R49,14,S40,Improve on-time performance,3369,7,0,0.11,MDO,None,89,13985,8729,34,20,4.9
185,Los Angeles,Singapore,10-01-2025,08-03-2025,Air,On-time,8028,13783,539,32,157,DEF Cargo,Automotive,North America,21,327962,17,85,4.2,R3,17,S49,Cost reduction per shipment,3219,14,1,0.16,MDO,Wind Energy,89,11679,11967,34,22,4.1
186,Rotterdam,Antwerp,25-01-2025,13-01-2025,Sea,Delayed,8034,15427,468,40,141,XYZ Traders,Textiles,North America,19,271303,16,88,5,R28,19,S41,Improve on-time performance,6302,13,0,0.18,MDO,Solar Investment,80,11747,12169,41,16,4.3
187,Hamburg,Antwerp,02-01-2025,17-02-2025,Land,On-time,11589,17011,483,41,157,XYZ Traders,Electronics,North America,12,228390,22,96,4.7,R38,17,S32,Cost reduction per shipment,5849,5,2,0.18,MDO,Wind Energy,71,13853,12951,31,23,4.3
188,Antwerp,Rotterdam,25-01-2025,25-01-2025,Air,On-time,13515,13701,502,41,181,XYZ Traders,Retail,Middle East,13,210247,16,86,4.8,R14,16,S38,Cost reduction per shipment,5866,11,1,0.08,MDO,Tree Plantation,89,12321,12002,45,23,4.2
189,Dubai,Mumbai,23-02-2025,13-02-2025,Sea,On-time,10670,15894,438,32,129,ABC Logistics,Textiles,North America,10,229583,24,92,4.8,R47,17,S28,Reduce average delay,4896,14,0,0.18,HFO,None,74,14748,10332,46,18,4.5
190,Mumbai,Hamburg,02-02-2025,23-02-2025,Sea,On-time,11365,11069,412,36,124,LMN Supply,Retail,Europe,22,339148,16,94,4.5,R14,14,S15,Increase container utilization,3348,11,1,0.1,HFO,Solar Investment,84,17455,9573,34,18,4.6
191,Singapore,Dubai,05-02-2025,10-03-2025,Land,Delayed,8588,12349,440,43,162,HIJ Shipping,Electronics,North America,13,349078,15,91,4.8,R43,19,S23,Improve on-time performance,5302,12,2,0.1,HFO,Tree Plantation,81,16862,11268,41,18,4.2
192,Mumbai,Rotterdam,31-01-2025,08-03-2025,Sea,Delayed,11218,17011,456,40,118,DEF Cargo,Pharmaceuticals,Middle East,20,346123,21,92,4.6,R11,19,S24,Increase container utilization,3451,10,1,0.16,MDO,Wind Energy,83,15150,12375,44,19,4.7
193,New York,Hamburg,14-01-2025,28-02-2025,Land,On-time,11138,17055,580,36,171,KLM Exporters,Manufacturing,Asia,28,335386,16,95,4.3,R9,15,S13,Increase container utilization,5189,12,2,0.1,MDO,None,80,15789,12882,35,22,4.7
194,Shanghai,Antwerp,01-01-2025,14-01-2025,Sea,Delayed,8903,14503,411,39,191,XYZ Traders,Manufacturing,Middle East,20,228670,24,90,4.6,R38,17,S21,Increase container utilization,6140,5,1,0.06,MDO,None,78,11533,8685,42,16,4
195,Dubai,Singapore,15-02-2025,11-02-2025,Air,Delayed,14663,11212,412,40,107,ABC Logistics,Retail,North America,21,324920,19,85,4.5,R47,10,S12,Cost reduction per shipment,3088,5,2,0.11,LNG,Solar Investment,89,12818,11888,40,19,4.4
196,New York,Busan,16-01-2025,23-02-2025,Land,Delayed,12086,16965,519,44,194,ABC Logistics,Retail,Asia,20,210236,19,98,4.8,R44,15,S13,Increase container utilization,3870,13,1,0.16,HFO,None,77,15200,9579,46,16,4.9
197,Hamburg,Dubai,23-02-2025,15-02-2025,Land,Delayed,10169,15949,496,48,102,KLM Exporters,Retail,North America,15,235568,17,97,5,R6,15,S39,Improve on-time performance,4159,8,2,0.1,HFO,None,81,13341,8968,38,22,4.5
198,Singapore,Rotterdam,15-02-2025,22-01-2025,Sea,Delayed,8339,11152,456,45,166,LMN Supply,Electronics,Middle East,21,307327,17,97,4.4,R1,14,S23,Cost reduction per shipment,6726,7,0,0.14,LNG,Wind Energy,72,17694,11737,45,15,4.3
